mes,servicios,plazas_ofertadas,comensales,ocupacion_pct,facturacion_eur,ticket_medio,comensales_maridaje,pct_maridaje,reservas_totales,res_web,res_marketplace,res_telefono,no_shows,pct_no_show,comision_thefork_eur,ga_usuarios,ga_reserva_click,ga_reserva_view,ga_reserva_widget,ga_telefono_click,pct_intencion,gsc_impresiones,gsc_clics,pct_no_marca,gbp_vistas,gbp_clics_web,gbp_llamadas,gbp_como_llegar,google_resenas_total,google_nota,ig_seguidores,ig_alcance,ig_guardados,ig_clics_enlace,brevo_contactos,brevo_altas,brevo_apertura_pct,notas
2026-08,,=B2*16,,=IFERROR(D2/C2),,=IFERROR(F2/D2),,=IFERROR(H2/D2),,,,,,=IFERROR(N2/J2),,,,,,,=IFERROR(R2/Q2),,,,,,,,,,,,,,,,,
